,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration,marca_reggaeton
50,63.0,0.496,0.03,11.0,-17.87,1.0,0.057999999999999996,0.995,0.958,0.113,0.39,98.079,279184.0,0
51,64.0,0.6559999999999999,0.175,0.0,-28.548000000000002,1.0,0.217,0.977,0.899,0.0912,0.452,78.843,152000.0,0
52,61.0,0.677,0.0397,8.0,-19.215999999999998,1.0,0.114,0.996,0.97,0.107,0.24,120.12899999999999,248350.0,0
53,61.0,0.441,0.007529999999999999,4.0,-28.155,1.0,0.0447,0.992,0.93,0.10800000000000001,0.27899999999999997,79.83800000000001,182625.0,0
54,65.0,0.721,0.0285,1.0,-20.385,1.0,0.0999,0.996,0.96,0.0998,0.261,99.406,227419.0,0
55,60.0,0.358,0.0614,5.0,-23.618000000000002,0.0,0.059000000000000004,0.993,0.93,0.105,0.13699999999999998,168.74099999999999,220529.0,0
56,56.0,0.606,0.0821,4.0,-23.949,1.0,0.0474,0.991,0.929,0.0874,0.536,112.09899999999999,163999.0,0
57,67.0,0.257,0.0317,8.0,-23.03,1.0,0.0424,0.9890000000000001,0.9440000000000001,0.16,0.268,205.50599999999997,192727.0,0
58,56.0,0.5710000000000001,0.0322,11.0,-27.475,1.0,0.0656,0.996,0.973,0.107,0.579,95.346,115193.0,0
59,56.0,0.653,0.0116,7.0,-28.217,1.0,0.0583,0.995,0.95,0.0952,0.47100000000000003,110.539,128000.0,0
60,56.0,0.17300000000000001,0.17800000000000002,9.0,-17.303,1.0,0.0372,0.972,0.956,0.12,0.0411,118.515,157652.0,0
61,62.0,0.542,0.0783,5.0,-25.855999999999998,1.0,0.0506,0.996,0.955,0.124,0.26899999999999996,139.84,242230.0,0
62,61.0,0.43799999999999994,0.0285,5.0,-23.429000000000002,1.0,0.0507,0.996,0.953,0.114,0.273,100.084,243643.0,0
63,61.0,0.354,0.0284,5.0,-25.715999999999998,1.0,0.0438,0.9940000000000001,0.958,0.129,0.13699999999999998,139.832,248651.0,0
64,56.0,0.565,0.0237,4.0,-24.838,1.0,0.0356,0.9940000000000001,0.9359999999999999,0.107,0.0602,96.039,254455.0,0
65,62.0,0.35600000000000004,0.0199,6.0,-26.752,0.0,0.0645,0.9940000000000001,0.956,0.155,0.326,79.547,174375.0,0
66,61.0,0.473,0.0998,4.0,-15.669,1.0,0.0524,0.987,0.9359999999999999,0.105,0.158,120.875,310147.0,0
67,69.0,0.131,0.0666,7.0,-18.711,1.0,0.0365,0.955,0.9620000000000001,0.105,0.0468,99.44200000000001,138167.0,0
68,63.0,0.505,0.0409,7.0,-20.355999999999998,1.0,0.0472,0.996,0.948,0.10400000000000001,0.31,172.34099999999998,234767.0,0
69,62.0,0.40700000000000003,0.0987,1.0,-22.886,1.0,0.0721,0.99,0.9670000000000001,0.11,0.19699999999999998,163.584,146868.0,0
70,60.0,0.73,0.064,2.0,-17.62,1.0,0.109,0.996,0.9640000000000001,0.125,0.326,98.024,224543.0,0
71,55.0,0.639,0.0291,1.0,-27.109,1.0,0.0646,0.996,0.97,0.10099999999999999,0.43,74.673,113571.0,0
72,55.0,0.294,0.223,6.0,-14.449000000000002,0.0,0.0322,0.9890000000000001,0.895,0.0825,0.14400000000000002,84.044,160287.0,0
73,60.0,0.48100000000000004,0.0067,5.0,-28.424,1.0,0.042,0.995,0.9640000000000001,0.146,0.21,69.032,119795.0,0
74,60.0,0.639,0.0169,10.0,-32.727,1.0,0.055999999999999994,0.995,0.9590000000000001,0.12300000000000001,0.732,98.219,142961.0,0
75,65.0,0.601,0.0235,9.0,-26.426,1.0,0.0525,0.991,0.9670000000000001,0.106,0.34600000000000003,79.929,141750.0,0
76,53.0,0.575,0.009890000000000001,1.0,-28.81,1.0,0.0523,0.996,0.924,0.0972,0.605,65.941,97658.0,0
77,56.0,0.522,0.0153,7.0,-27.176,1.0,0.0511,0.995,0.9540000000000001,0.115,0.349,125.09299999999999,141292.0,0
78,55.0,0.536,0.0593,5.0,-13.339,1.0,0.0448,0.993,0.9159999999999999,0.11,0.247,72.28,190794.0,0
79,53.0,0.542,0.022000000000000002,3.0,-25.259,1.0,0.0426,0.9940000000000001,0.882,0.138,0.168,110.98899999999999,114099.0,0
80,53.0,0.428,0.0648,9.0,-19.362000000000002,1.0,0.05,0.995,0.945,0.109,0.28,110.059,253086.0,0
81,61.0,0.24,0.0571,1.0,-17.398,1.0,0.059000000000000004,0.987,0.94,0.102,0.22899999999999998,67.396,230000.0,0
82,55.0,0.715,0.0411,7.0,-27.613000000000003,1.0,0.0461,0.985,0.785,0.12300000000000001,0.6970000000000001,91.204,116000.0,0
83,74.0,0.35,0.0256,2.0,-22.589000000000002,1.0,0.0334,0.9570000000000001,0.88,0.106,0.071,77.664,220385.0,0
84,61.0,0.508,0.113,6.0,-20.375,0.0,0.0727,0.9940000000000001,0.9440000000000001,0.155,0.248,128.048,167250.0,0
85,69.0,0.374,0.00905,2.0,-22.653000000000002,1.0,0.0552,0.995,0.9279999999999999,0.109,0.405,76.574,158429.0,0
86,55.0,0.565,0.0843,5.0,-24.145,1.0,0.0448,0.9940000000000001,0.9470000000000001,0.12,0.44,86.022,183686.0,0
87,56.0,0.588,0.026000000000000002,5.0,-24.717,1.0,0.0506,0.993,0.968,0.135,0.20199999999999999,77.72800000000001,130000.0,0
88,60.0,0.514,0.0282,11.0,-20.249000000000002,1.0,0.0693,0.995,0.95,0.111,0.244,96.015,230000.0,0
89,61.0,0.555,0.0306,0.0,-23.42,1.0,0.0545,0.995,0.958,0.122,0.474,114.70299999999999,76779.0,0
90,60.0,0.461,0.027999999999999997,0.0,-25.179000000000002,1.0,0.0619,0.9940000000000001,0.9670000000000001,0.111,0.406,73.65100000000001,168000.0,0
91,61.0,0.588,0.0185,7.0,-20.676,1.0,0.0542,0.992,0.917,0.0943,0.5,121.072,112875.0,0
92,60.0,0.54,0.0371,4.0,-24.531999999999996,0.0,0.049,0.995,0.9540000000000001,0.0825,0.519,79.332,154000.0,0
93,53.0,0.475,0.0516,9.0,-22.723000000000003,1.0,0.12300000000000001,0.9890000000000001,0.941,0.111,0.259,73.922,88033.0,0
94,60.0,0.377,0.027000000000000003,7.0,-22.285,0.0,0.0368,0.992,0.945,0.125,0.13,131.545,244616.0,0
95,52.0,0.44799999999999995,0.0197,3.0,-29.063000000000002,1.0,0.0442,0.995,0.95,0.109,0.14800000000000002,131.893,278712.0,0
96,60.0,0.298,0.0037,4.0,-30.052,1.0,0.0386,0.9940000000000001,0.932,0.102,0.134,70.806,189713.0,0
97,63.0,0.57,0.0743,4.0,-20.506999999999998,1.0,0.0539,0.988,0.953,0.10800000000000001,0.231,83.01,167496.0,0
98,68.0,0.505,0.028999999999999998,6.0,-22.933000000000003,1.0,0.040999999999999995,0.9890000000000001,0.895,0.0989,0.114,66.014,253567.0,0
99,61.0,0.39399999999999996,0.0281,1.0,-23.71,1.0,0.0666,0.995,0.9690000000000001,0.10800000000000001,0.301,200.615,212400.0,0
100,63.0,0.53,0.0663,3.0,-22.956999999999997,1.0,0.0428,0.993,0.935,0.11199999999999999,0.12,121.991,230041.0,0
101,65.0,0.419,0.0018100000000000002,3.0,-33.652,1.0,0.0408,0.993,0.927,0.138,0.146,69.862,167091.0,0
102,58.0,0.6,0.0185,2.0,-23.973000000000003,1.0,0.0599,0.9940000000000001,0.9359999999999999,0.111,0.214,79.993,228219.0,0
103,58.0,0.392,0.0664,0.0,-16.245,1.0,0.0462,0.995,0.941,0.146,0.152,74.751,238278.0,0
104,67.0,0.401,0.006409999999999999,5.0,-24.555999999999997,0.0,0.0459,0.987,0.904,0.106,0.303,69.241,96833.0,0
105,59.0,0.652,0.0796,2.0,-19.505,1.0,0.11800000000000001,0.992,0.894,0.0951,0.25,63.465,257500.0,0
106,53.0,0.546,0.0057399999999999994,8.0,-26.789,1.0,0.0397,0.991,0.9,0.17,0.386,71.99600000000001,135833.0,0
107,61.0,0.7290000000000001,0.0425,1.0,-22.36,1.0,0.068,0.995,0.972,0.10300000000000001,0.475,100.074,216000.0,0
108,52.0,0.512,0.113,0.0,-18.512999999999998,0.0,0.055,0.98,0.909,0.0932,0.0569,107.417,144492.0,0
109,64.0,0.603,0.0945,5.0,-19.221,1.0,0.0366,0.968,0.927,0.114,0.0727,71.972,234543.0,0
110,69.0,0.522,0.00251,9.0,-23.464000000000002,1.0,0.11199999999999999,0.9940000000000001,0.96,0.0891,0.732,72.002,109545.0,0
111,60.0,0.442,0.0293,0.0,-26.293000000000003,1.0,0.0495,0.996,0.938,0.0927,0.25,67.256,251189.0,0
112,60.0,0.517,0.013999999999999999,11.0,-23.771,1.0,0.084,0.996,0.9620000000000001,0.10099999999999999,0.0462,66.185,224750.0,0
113,62.0,0.408,0.0126,6.0,-20.377,0.0,0.0517,0.996,0.961,0.0948,0.132,80.969,204558.0,0
114,62.0,0.401,0.0652,9.0,-22.219,1.0,0.0476,0.993,0.917,0.10300000000000001,0.157,199.585,260576.0,0
115,53.0,0.562,0.0206,9.0,-19.857,1.0,0.0426,0.995,0.93,0.10800000000000001,0.207,72.953,188473.0,0
116,54.0,0.28300000000000003,0.0425,11.0,-20.579,0.0,0.0497,0.9940000000000001,0.932,0.0985,0.285,197.891,223712.0,0
117,69.0,0.7490000000000001,0.196,6.0,-17.039,1.0,0.0821,0.973,0.9109999999999999,0.11,0.158,75.495,195175.0,0
118,66.0,0.298,0.0366,8.0,-29.701,1.0,0.0465,0.9940000000000001,0.938,0.109,0.282,72.209,131988.0,0
119,60.0,0.634,0.0333,5.0,-20.191,1.0,0.0427,0.992,0.93,0.129,0.14400000000000002,118.197,251885.0,0
120,52.0,0.467,0.0272,7.0,-25.823,1.0,0.0399,0.995,0.9390000000000001,0.156,0.524,87.116,94315.0,0
121,52.0,0.555,0.0404,0.0,-22.714000000000002,1.0,0.0594,0.993,0.902,0.1,0.456,118.647,153760.0,0
122,59.0,0.344,0.0683,3.0,-14.155,1.0,0.0418,0.991,0.9279999999999999,0.11800000000000001,0.252,72.012,238337.0,0
123,74.0,0.397,0.0315,7.0,-22.308000000000003,0.0,0.0392,0.991,0.9259999999999999,0.0925,0.18,72.833,158066.0,0
124,56.0,0.541,0.0132,5.0,-20.743000000000002,1.0,0.0429,0.996,0.95,0.115,0.154,75.065,221210.0,0
125,61.0,0.679,0.0159,2.0,-23.479,1.0,0.0382,0.995,0.955,0.0914,0.0947,103.995,282825.0,0
126,71.0,0.33,0.005,5.0,-34.638000000000005,1.0,0.0499,0.9940000000000001,0.976,0.109,0.0749,85.06700000000001,192353.0,0
127,66.0,0.588,0.0891,2.0,-32.152,1.0,0.044000000000000004,0.99,0.9309999999999999,0.151,0.271,66.001,139143.0,0
128,73.0,0.349,0.0205,5.0,-26.793000000000003,1.0,0.0425,0.995,0.93,0.0962,0.0396,68.983,207349.0,0
129,60.0,0.47200000000000003,0.0294,8.0,-23.149,1.0,0.0514,0.996,0.945,0.0915,0.14400000000000002,72.817,244104.0,0
130,54.0,0.298,0.0873,9.0,-19.083,1.0,0.0598,0.9940000000000001,0.9570000000000001,0.106,0.40700000000000003,211.82299999999998,180578.0,0
131,60.0,0.35,0.0262,0.0,-24.468000000000004,1.0,0.0398,0.9940000000000001,0.895,0.11900000000000001,0.0556,100.07600000000001,231211.0,0
132,74.0,0.433,0.187,8.0,-14.389000000000001,0.0,0.0343,0.958,0.93,0.121,0.35,138.509,187477.0,0
133,51.0,0.529,0.0565,7.0,-22.54,1.0,0.0551,0.987,0.8959999999999999,0.198,0.261,85.455,192508.0,0
134,71.0,0.466,0.00472,5.0,-28.546,1.0,0.0531,0.992,0.938,0.0712,0.233,81.181,145812.0,0
135,60.0,0.688,0.0195,4.0,-20.35,1.0,0.0567,0.996,0.9570000000000001,0.095,0.293,132.225,209361.0,0
136,62.0,0.514,0.132,1.0,-26.241999999999997,1.0,0.0604,0.9940000000000001,0.9620000000000001,0.12300000000000001,0.12,132.05200000000002,137028.0,0
137,74.0,0.573,0.0198,3.0,-25.76,0.0,0.0449,0.993,0.941,0.11199999999999999,0.284,61.978,134000.0,0
138,62.0,0.40299999999999997,0.156,5.0,-18.195999999999998,0.0,0.0388,0.983,0.9329999999999999,0.109,0.265,117.306,216742.0,0
139,55.0,0.44,0.0446,2.0,-25.101999999999997,1.0,0.0533,0.992,0.951,0.10099999999999999,0.203,114.101,177895.0,0
140,51.0,0.575,0.105,8.0,-19.570999999999998,0.0,0.115,0.9570000000000001,0.871,0.111,0.27399999999999997,135.732,104348.0,0
141,55.0,0.584,0.0448,0.0,-17.892,1.0,0.0407,0.995,0.9640000000000001,0.10400000000000001,0.298,107.11399999999999,159091.0,0
142,59.0,0.46399999999999997,0.0266,0.0,-20.338,1.0,0.0532,0.987,0.879,0.0836,0.0659,132.97299999999998,404160.0,0
143,82.0,0.618,0.938,9.0,-3.4419999999999997,1.0,0.0456,0.0179,0.0,0.16699999999999998,0.875,91.455,269000.0,0
144,81.0,0.43200000000000005,0.895,11.0,-3.682,1.0,0.0504,0.127,1.1599999999999999e-05,0.141,0.625,104.458,335067.0,0
145,77.0,0.595,0.7170000000000001,0.0,-4.803,1.0,0.0295,0.0779,0.00274,0.10800000000000001,0.547,88.969,215907.0,0
146,73.0,0.451,0.97,0.0,-4.938,1.0,0.107,0.0264,0.00355,0.102,0.198,122.444,216933.0,0
147,79.0,0.45799999999999996,0.795,0.0,-3.265,1.0,0.0574,0.00316,0.000202,0.0756,0.513,123.229,255373.0,0
148,76.0,0.7,0.742,5.0,-6.777,0.0,0.0716,0.0722,0.0199,0.11,0.19699999999999998,91.959,302000.0,0
149,83.0,0.5920000000000001,0.767,9.0,-2.7880000000000003,0.0,0.027000000000000003,0.0021,0.00165,0.127,0.32799999999999996,96.48299999999999,329733.0,0
150,82.0,0.5589999999999999,0.345,4.0,-13.495999999999999,1.0,0.0459,0.0576,0.000105,0.141,0.45799999999999996,84.581,264307.0,0
151,78.0,0.5529999999999999,0.865,9.0,-4.751,0.0,0.0409,0.017,1.05e-05,0.267,0.735,96.161,283000.0,0
152,68.0,0.725,0.8029999999999999,2.0,-4.083,1.0,0.0337,0.013000000000000001,3.66e-05,0.0891,0.40299999999999997,117.391,231933.0,0
153,67.0,0.6829999999999999,0.7340000000000001,4.0,-4.523,0.0,0.028999999999999998,0.00112,0.0139,0.258,0.5760000000000001,106.25399999999999,282400.0,0
154,74.0,0.6659999999999999,0.9359999999999999,7.0,-9.919,1.0,0.0476,0.00244,0.086,0.153,0.7759999999999999,91.57700000000001,282907.0,0
155,67.0,0.695,0.993,0.0,-3.102,1.0,0.0614,0.0019399999999999999,0.00217,0.0877,0.28,107.93299999999999,247667.0,0
156,67.0,0.504,0.96,0.0,-1.464,1.0,0.183,0.00417,0.569,0.0613,0.774,96.682,238733.0,0
157,66.0,0.6629999999999999,0.546,5.0,-5.234,1.0,0.0269,0.0322,0.000572,0.107,0.6559999999999999,88.171,289533.0,0
158,63.0,0.34299999999999997,0.983,0.0,-2.359,0.0,0.212,0.00107,0.29600000000000004,0.0708,0.18600000000000003,124.536,269360.0,0
159,69.0,0.365,0.804,9.0,-5.922000000000001,0.0,0.105,0.10400000000000001,6.579999999999999e-05,0.15,0.5770000000000001,171.597,268733.0,0
160,60.0,0.37799999999999995,0.474,4.0,-8.202,0.0,0.0271,0.28,0.0013800000000000002,0.11699999999999999,0.38,102.37899999999999,204960.0,0
161,68.0,0.852,0.6509999999999999,8.0,-6.254,1.0,0.0411,0.0432,0.0192,0.158,0.96,131.01,263800.0,0
162,63.0,0.499,0.705,9.0,-5.596,0.0,0.0669,0.00399,9.11e-06,0.10400000000000001,0.36,123.90899999999999,277160.0,0
163,67.0,0.591,0.794,4.0,-5.935,0.0,0.069,0.183,0.0,0.292,0.875,147.974,221440.0,0
164,57.0,0.607,0.953,2.0,-1.744,0.0,0.0471,0.0706,2.94e-05,0.213,0.315,118.885,225200.0,0
165,67.0,0.797,0.642,0.0,-8.082,1.0,0.0725,0.0799,1.1900000000000001e-05,0.371,0.667,113.999,250387.0,0
166,64.0,0.313,0.753,4.0,-3.9210000000000003,0.0,0.0285,0.0313,2.25e-06,0.142,0.514,176.748,309800.0,0
167,62.0,0.56,0.953,7.0,-2.372,0.0,0.0851,0.005,1.6e-05,0.226,0.519,111.911,208000.0,0
168,64.0,0.623,0.9359999999999999,0.0,-9.955,1.0,0.0528,0.000617,9.86e-05,0.26899999999999996,0.705,101.514,217133.0,0
169,64.0,0.639,0.8390000000000001,5.0,-4.703,1.0,0.0634,0.0446,3.74e-06,0.46799999999999997,0.603,101.447,285067.0,0
170,61.0,0.5579999999999999,0.924,2.0,-2.312,1.0,0.0367,0.0887,0.0032600000000000003,0.263,0.344,117.111,256960.0,0
171,57.0,0.28300000000000003,0.982,0.0,-0.32,1.0,0.0703,0.000204,0.0756,0.0627,0.43799999999999994,124.149,231333.0,0
172,67.0,0.47600000000000003,0.511,8.0,-6.25,1.0,0.0324,0.319,0.000129,0.11900000000000001,0.33899999999999997,148.158,211520.0,0
173,60.0,0.439,0.7090000000000001,0.0,-3.545,1.0,0.026000000000000002,0.00565,0.0015199999999999999,0.131,0.319,81.331,248640.0,0
174,61.0,0.574,0.799,2.0,-3.614,1.0,0.0231,0.14400000000000002,7.55e-05,0.114,0.446,91.656,302453.0,0
175,60.0,0.524,0.946,11.0,-3.0810000000000004,0.0,0.0395,0.0016300000000000002,0.0,0.242,0.613,119.156,201267.0,0
176,65.0,0.47600000000000003,0.9790000000000001,4.0,-3.5060000000000002,0.0,0.132,0.0014,0.0072900000000000005,0.0944,0.41600000000000004,140.404,202053.0,0
177,61.0,0.56,0.209,7.0,-13.591,1.0,0.039,0.0132,0.551,0.342,0.40700000000000003,140.744,244400.0,0
178,57.0,0.47100000000000003,0.721,7.0,-3.4960000000000004,1.0,0.0277,0.0579,0.0,0.094,0.3,92.882,295573.0,0
179,57.0,0.54,0.884,4.0,-5.942,0.0,0.256,0.00119,0.000295,0.174,0.33799999999999997,120.439,224760.0,0
180,60.0,0.46799999999999997,0.826,6.0,-3.701,0.0,0.0295,0.000858,5.01e-06,0.10400000000000001,0.359,102.81700000000001,240333.0,0
181,63.0,0.348,0.6859999999999999,8.0,-12.748,0.0,0.0319,0.0233,0.00256,0.145,0.635,178.46599999999998,295373.0,0
182,58.0,0.499,0.816,9.0,-3.9130000000000003,0.0,0.0358,0.23199999999999998,0.0,0.105,0.275,82.01700000000001,335893.0,0
183,62.0,0.6,0.912,7.0,-3.449,0.0,0.0724,0.0198,6.52e-05,0.0883,0.506,110.339,277533.0,0
184,62.0,0.439,0.885,4.0,-4.678999999999999,1.0,0.0625,0.000277,0.00367,0.37200000000000005,0.495,92.738,226640.0,0
185,60.0,0.355,0.87,7.0,-3.82,1.0,0.125,0.00998,0.00011100000000000001,0.114,0.184,114.484,338333.0,0
186,56.0,0.573,0.9940000000000001,4.0,-0.40700000000000003,0.0,0.342,0.0281,0.00543,0.36700000000000005,0.41600000000000004,114.56299999999999,198067.0,0
187,57.0,0.7090000000000001,0.738,7.0,-12.019,1.0,0.048,0.00236,0.795,0.073,0.6709999999999999,96.24,216693.0,0
188,55.0,0.396,0.657,7.0,-7.691,1.0,0.0311,0.026000000000000002,0.907,0.133,0.245,100.177,187813.0,0
189,54.0,0.25,0.9420000000000001,9.0,-5.107,1.0,0.14800000000000002,5.0900000000000004e-05,0.0273,0.111,0.244,128.195,304680.0,0
190,53.0,0.16699999999999998,0.975,2.0,-4.279,1.0,0.21600000000000003,0.000169,0.0161,0.172,0.0918,199.06,229960.0,0
191,49.0,0.583,0.996,2.0,-2.301,1.0,0.14300000000000002,0.0181,9.83e-06,0.2,0.174,100.508,189133.0,0
192,52.0,0.772,0.888,2.0,-6.273,1.0,0.11800000000000001,0.0123,0.0,0.12,0.706,124.646,120667.0,0
193,50.0,0.5770000000000001,0.5820000000000001,10.0,-8.382,1.0,0.0306,0.0192,0.11800000000000001,0.11599999999999999,0.24,119.90799999999999,177133.0,0
194,65.0,0.41200000000000003,0.48,9.0,-9.406,0.0,0.0298,0.055999999999999994,0.804,0.0974,0.136,75.31,215150.0,0
195,54.0,0.794,0.324,10.0,-7.996,0.0,0.0705,0.395,0.0679,0.128,0.441,119.325,198016.0,0
196,52.0,0.318,0.49700000000000005,0.0,-9.613,1.0,0.0533,0.637,0.000643,0.084,0.244,118.09100000000001,288573.0,0
197,62.0,0.391,0.152,7.0,-16.558,1.0,0.0391,0.966,0.00197,0.11900000000000001,0.0974,143.50799999999998,161413.0,0
198,58.0,0.382,0.28300000000000003,6.0,-9.357000000000001,1.0,0.0292,0.7859999999999999,0.0047799999999999995,0.111,0.0441,95.3,249063.0,0
199,65.0,0.348,0.226,3.0,-10.918,1.0,0.0386,0.9620000000000001,0.00483,0.135,0.17300000000000001,129.251,269000.0,0
